query_id,fidelity,validity,in_evidence_valid_subset,exclusion_reason,gold_source,gold_year,freshness_class,volatility,unit_id,snapshot_round
p_q_b5bab848_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_b5bab848@rerun_24h,rerun_24h
p_q_6a6b8494_3,DIFFERENT,SUPERSEDED_AT_T,0,paraphrase_different,freshqa,2023,FAST,SINGLE_YEAR,q_6a6b8494@rerun_24h,rerun_24h
p_q_77b08615_0,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_77b08615@rerun_24h,rerun_24h
p_q_531f875a_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_531f875a@rerun_24h,rerun_24h
p_q_1dc7b96e_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_1dc7b96e@rerun_24h,rerun_24h
p_q_69646c02_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,2023,FAST,SINGLE_YEAR,q_69646c02@rerun_24h,rerun_24h
p_q_747bbca1_3,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,freshqa,2023,FAST,SINGLE_YEAR,q_747bbca1@rerun_24h,rerun_24h
p_q_6dce83d8_2,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_6dce83d8@rerun_24h,rerun_24h
p_q_2d3da894_1,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_2d3da894@rerun_24h,rerun_24h
p_q_32bb1cf2_0,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_32bb1cf2@rerun_24h,rerun_24h
p_q_5e68b428_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_5e68b428@rerun_24h,rerun_24h
p_q_e5cbddda_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_e5cbddda@rerun_24h,rerun_24h
p_q_2ca95d4e_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_2ca95d4e@rerun_24h,rerun_24h
p_q_785fdb1b_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_785fdb1b@rerun_24h,rerun_24h
p_q_ffbdb73d_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_ffbdb73d@rerun_24h,rerun_24h
p_q_75b15e04_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_75b15e04@rerun_24h,rerun_24h
p_q_1387f241_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_1387f241@rerun_24h,rerun_24h
p_q_a5b50e32_0,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,freshqa,2023,FAST,SINGLE_YEAR,q_a5b50e32@rerun_24h,rerun_24h
p_q_ab431fd9_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_ab431fd9@rerun_24h,rerun_24h
p_q_2efc3bf0_2,DIFFERENT,INDETERMINATE_AT_T,0,paraphrase_different,temporal_align_qa,2023,FAST,VOLATILE,q_2efc3bf0@rerun_24h,rerun_24h
p_q_28b0bd9f_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_28b0bd9f@rerun_24h,rerun_24h
p_q_b3cd7717_2,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_b3cd7717@rerun_24h,rerun_24h
p_q_04bb5dc1_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_04bb5dc1@rerun_24h,rerun_24h
p_q_ebb15c73_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_ebb15c73@rerun_24h,rerun_24h
p_q_4e6d28cb_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_4e6d28cb@rerun_24h,rerun_24h
p_q_295700b1_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_295700b1@rerun_24h,rerun_24h
p_q_a720c2de_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_a720c2de@rerun_24h,rerun_24h
p_q_19312ca9_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_19312ca9@rerun_24h,rerun_24h
p_q_59076011_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_59076011@rerun_24h,rerun_24h
p_q_d4f726dc_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_d4f726dc@rerun_24h,rerun_24h
p_q_5ac8d92d_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,2023,FAST,SINGLE_YEAR,q_5ac8d92d@rerun_24h,rerun_24h
p_q_697c0008_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_697c0008@rerun_24h,rerun_24h
p_q_3c890437_3,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_3c890437@rerun_24h,rerun_24h
p_q_dfefb294_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_dfefb294@rerun_24h,rerun_24h
p_q_c5946497_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_c5946497@rerun_24h,rerun_24h
p_q_5284772a_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_5284772a@rerun_24h,rerun_24h
p_q_0d1a4b7c_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_0d1a4b7c@rerun_24h,rerun_24h
p_q_6a82c062_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_6a82c062@rerun_24h,rerun_24h
p_q_4241a3d3_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_4241a3d3@rerun_24h,rerun_24h
p_q_9ad3d8f7_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_9ad3d8f7@rerun_24h,rerun_24h
p_q_9d61a241_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_9d61a241@rerun_24h,rerun_24h
p_q_bc9026c6_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_bc9026c6@rerun_24h,rerun_24h
p_q_c60b122d_1,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_c60b122d@rerun_24h,rerun_24h
p_q_c51c7290_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,freshqa,2023,FAST,SINGLE_YEAR,q_c51c7290@rerun_24h,rerun_24h
p_q_9e4f27be_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_9e4f27be@rerun_24h,rerun_24h
p_q_94cb7c4a_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_94cb7c4a@rerun_24h,rerun_24h
p_q_091915f0_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_091915f0@rerun_24h,rerun_24h
p_q_f7446447_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_f7446447@rerun_24h,rerun_24h
p_q_f46d91c5_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_f46d91c5@rerun_24h,rerun_24h
p_q_ce3247b9_3,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_ce3247b9@rerun_24h,rerun_24h
p_q_134739ad_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_134739ad@rerun_24h,rerun_24h
p_q_ccd63b11_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_ccd63b11@rerun_24h,rerun_24h
p_q_8af46f37_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_8af46f37@rerun_24h,rerun_24h
p_q_1719b6dd_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_1719b6dd@rerun_24h,rerun_24h
p_q_9a92a9cc_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_9a92a9cc@rerun_24h,rerun_24h
p_q_5aac65b6_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_5aac65b6@rerun_24h,rerun_24h
p_q_3141e273_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_3141e273@rerun_24h,rerun_24h
p_q_60e402de_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_60e402de@rerun_24h,rerun_24h
p_q_28b0bd9f_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_28b0bd9f@rerun_24h,rerun_24h
p_q_2f991c6e_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_2f991c6e@rerun_24h,rerun_24h
q_f09060c5,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,2023,FAST,SINGLE_YEAR,q_f09060c5@rerun_24h,rerun_24h
q_8e283b0e,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_8e283b0e@rerun_24h,rerun_24h
q_5efb60e3,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_5efb60e3@rerun_12h,rerun_12h
q_4d8a4de4,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_4d8a4de4@rerun_24h,rerun_24h
q_5653e571,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_5653e571@rerun_24h,rerun_24h
q_093b18d5,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_093b18d5@rerun_24h,rerun_24h
q_f0345793,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_f0345793@rerun_24h,rerun_24h
q_fcc76705,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_fcc76705@rerun_24h,rerun_24h
q_6f19be8a,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_6f19be8a@rerun_24h,rerun_24h
q_3c890437,BASE_QUERY,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_3c890437@rerun_12h,rerun_12h
q_7fc62b46,BASE_QUERY,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,FAST,VOLATILE,q_7fc62b46@rerun_24h,rerun_24h
q_66b78d55,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_66b78d55@rerun_24h,rerun_24h
q_a6d31788,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_a6d31788@rerun_24h,rerun_24h
q_c997700b,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,FAST,VOLATILE,q_c997700b@rerun_24h,rerun_24h
p_q_51ad3d0a_0,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_51ad3d0a@rerun_24h,rerun_24h
p_q_9e9cc170_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_9e9cc170@rerun_24h,rerun_24h
p_q_41afd862_3,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_41afd862@rerun_24h,rerun_24h
p_q_cfb65856_2,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_cfb65856@rerun_24h,rerun_24h
p_q_6875d955_0,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_6875d955@rerun_24h,rerun_24h
p_q_827117d8_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_827117d8@rerun_24h,rerun_24h
p_q_d665e7a3_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_d665e7a3@rerun_24h,rerun_24h
p_q_c64ac1d8_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c64ac1d8@rerun_24h,rerun_24h
p_q_3a9da6a0_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_3a9da6a0@rerun_24h,rerun_24h
p_q_58db0825_0,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_58db0825@rerun_24h,rerun_24h
p_q_15c4dc42_3,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_15c4dc42@rerun_24h,rerun_24h
p_q_0a6fd0c3_1,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_0a6fd0c3@rerun_24h,rerun_24h
p_q_54467ccf_3,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_54467ccf@rerun_24h,rerun_24h
p_q_0e39d599_1,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_0e39d599@rerun_24h,rerun_24h
p_q_3f8c84fb_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_3f8c84fb@rerun_24h,rerun_24h
p_q_15c687de_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_15c687de@rerun_24h,rerun_24h
p_q_2d8fe2cc_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_2d8fe2cc@rerun_24h,rerun_24h
p_q_5a80cc0d_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_5a80cc0d@rerun_24h,rerun_24h
p_q_ac1b24c0_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_ac1b24c0@rerun_24h,rerun_24h
p_q_794f635d_3,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_794f635d@rerun_24h,rerun_24h
p_q_2520c5d9_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_2520c5d9@rerun_24h,rerun_24h
p_q_0a3d5709_3,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_0a3d5709@rerun_24h,rerun_24h
p_q_3e28f963_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,freshqa,2022,MEDIUM,SINGLE_YEAR,q_3e28f963@rerun_24h,rerun_24h
p_q_0a6fd0c3_0,DIFFERENT,INDETERMINATE_AT_T,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_0a6fd0c3@rerun_24h,rerun_24h
p_q_02fa4ec7_1,DIFFERENT,SUPERSEDED_AT_T,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_02fa4ec7@rerun_12h,rerun_12h
p_q_43f2a8a0_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_43f2a8a0@rerun_24h,rerun_24h
p_q_60131439_3,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_60131439@rerun_24h,rerun_24h
p_q_f8c707c8_3,DIFFERENT,SUPERSEDED_AT_T,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_f8c707c8@rerun_24h,rerun_24h
p_q_f49c2f47_3,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_f49c2f47@rerun_24h,rerun_24h
p_q_4ddbae0c_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_4ddbae0c@rerun_24h,rerun_24h
p_q_f6645f8f_0,DIFFERENT,INDETERMINATE_AT_T,0,paraphrase_different,temporal_align_qa,2023,MEDIUM,VOLATILE,q_f6645f8f@rerun_24h,rerun_24h
p_q_801947bd_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_801947bd@rerun_24h,rerun_24h
p_q_2a49e766_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_2a49e766@rerun_24h,rerun_24h
p_q_b9ad203c_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_b9ad203c@rerun_24h,rerun_24h
p_q_36c62536_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_36c62536@rerun_24h,rerun_24h
p_q_71c4d6a7_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_71c4d6a7@rerun_24h,rerun_24h
p_q_935fff1b_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_935fff1b@rerun_24h,rerun_24h
p_q_645572d1_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_645572d1@rerun_24h,rerun_24h
p_q_5329f934_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_5329f934@rerun_24h,rerun_24h
p_q_48e27a79_2,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_48e27a79@rerun_24h,rerun_24h
p_q_8853a8be_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_8853a8be@rerun_24h,rerun_24h
p_q_8ac2e944_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_8ac2e944@rerun_24h,rerun_24h
p_q_b220eed5_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_b220eed5@rerun_24h,rerun_24h
p_q_14607683_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_14607683@rerun_24h,rerun_24h
p_q_67c87177_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_67c87177@rerun_24h,rerun_24h
p_q_16f7110e_1,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_16f7110e@rerun_24h,rerun_24h
p_q_c52c10db_1,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c52c10db@rerun_24h,rerun_24h
